FID,CruiseID,Survey,Date_,Time_UTC,StnCode,GearCode,GearName,StnNumber,Replicate,FixNumber,DecLat84,DecLon84,DepthBH,No_Sample
ME5301_ActualPositions_RC20130128.995,CEND1111,NSeaBGC2011,29/06/2011,20:55,N04,RST,Rosette,472,A,376,56.04103,2.117311,85,
ME5301_ActualPositions_RC20130128.996,CEND1111,NSeaBGC2011,29/06/2011,21:24,N04,NZ,NIOZ Box corer,473,A,377,56.04103,2.117297,85,
ME5301_ActualPositions_RC20130128.997,CEND1111,NSeaBGC2011,29/06/2011,21:41,N04,NZ,NIOZ Box corer,473,B,379,56.04104,2.117316,85,
ME5301_ActualPositions_RC20130128.998,CEND1111,NSeaBGC2011,29/06/2011,21:59,N04,NZ,NIOZ Box corer,473,C,381,56.04103,2.117309,85,
ME5301_ActualPositions_RC20130128.999,CEND1111,NSeaBGC2011,29/06/2011,21:51,N04,NZ,NIOZ Box corer,473,X,380,56.04103,2.117314,85,TRUE
ME5301_ActualPositions_RC20130128.1000,CEND1111,NSeaBGC2011,29/06/2011,21:32,N04,NZ,NIOZ Box corer,473,X,378,56.04103,2.117299,85,TRUE
ME5301_ActualPositions_RC20130128.1001,CEND1111,NSeaBGC2011,29/06/2011,22:18,N04,JB,Jennings Beam Trawl (2 metre),474,A,382,56.04401,2.115801,85,
ME5301_ActualPositions_RC20130128.1002,CEND1111,NSeaBGC2011,29/06/2011,22:38,N04,JB,Jennings Beam Trawl (2 metre),474,B,384,56.0512,2.112168,85,
ME5301_ActualPositions_RC20130128.1003,CEND1111,NSeaBGC2011,30/06/2011,01:58,N05,SPI Cam,SPI plus Video Camera,475,A,386,56.45582,1.506981,102,
ME5301_ActualPositions_RC20130128.1004,CEND1111,NSeaBGC2011,30/06/2011,02:01,N05,SPI Cam,SPI plus Video Camera,475,B,387,56.45588,1.507043,102,
ME5301_ActualPositions_RC20130128.1005,CEND1111,NSeaBGC2011,30/06/2011,02:03,N05,SPI Cam,SPI plus Video Camera,475,C,388,56.45591,1.507098,102,
ME5301_ActualPositions_RC20130128.1006,CEND1111,NSeaBGC2011,30/06/2011,02:05,N05,SPI Cam,SPI plus Video Camera,475,D,389,56.45595,1.507138,102,
ME5301_ActualPositions_RC20130128.1007,CEND1111,NSeaBGC2011,30/06/2011,02:08,N05,SPI Cam,SPI plus Video Camera,475,E,390,56.45599,1.507192,102,
ME5301_ActualPositions_RC20130128.1008,CEND1111,NSeaBGC2011,30/06/2011,02:28,N05,RST,Rosette,476,A,391,56.45599,1.50717,102,
ME5301_ActualPositions_RC20130128.1009,CEND1111,NSeaBGC2011,30/06/2011,03:23,N05,NZ,NIOZ Box corer,477,A,392,56.45597,1.507156,102,
ME5301_ActualPositions_RC20130128.1010,CEND1111,NSeaBGC2011,30/06/2011,03:52,N05,NZ,NIOZ Box corer,477,B,395,56.45587,1.507022,102,
ME5301_ActualPositions_RC20130128.1011,CEND1111,NSeaBGC2011,30/06/2011,04:01,N05,NZ,NIOZ Box corer,477,C,396,56.45584,1.506967,102,
ME5301_ActualPositions_RC20130128.1012,CEND1111,NSeaBGC2011,30/06/2011,03:41,N05,NZ,NIOZ Box corer,477,X,394,56.45589,1.507068,102,TRUE
ME5301_ActualPositions_RC20130128.1013,CEND1111,NSeaBGC2011,30/06/2011,03:32,N05,NZ,NIOZ Box corer,477,X,393,56.45595,1.507113,102,TRUE
ME5301_ActualPositions_RC20130128.1014,CEND1111,NSeaBGC2011,30/06/2011,04:23,N05,JB,Jennings Beam Trawl (2 metre),478,A,398,56.45671,1.513188,102,
ME5301_ActualPositions_RC20130128.1015,CEND1111,NSeaBGC2011,30/06/2011,04:23,N05,JB,Jennings Beam Trawl (2 metre),478,A,397,56.45631,1.509191,102,
ME5301_ActualPositions_RC20130128.1016,CEND1111,NSeaBGC2011,30/06/2011,04:48,N05,JB,Jennings Beam Trawl (2 metre),478,B,400,56.4542,1.513312,102,
ME5301_ActualPositions_RC20130128.1017,CEND1111,NSeaBGC2011,30/06/2011,04:48,N05,JB,Jennings Beam Trawl (2 metre),478,B,399,56.45562,1.516454,102,
ME5301_ActualPositions_RC20130128.1018,CEND1111,NSeaBGC2011,30/06/2011,12:06,C17,SPI Cam,SPI plus Video Camera,479,A,401,56.17141,-0.973434,73,
ME5301_ActualPositions_RC20130128.1019,CEND1111,NSeaBGC2011,30/06/2011,12:09,C17,SPI Cam,SPI plus Video Camera,479,B,402,56.17145,-0.973499,73,
ME5301_ActualPositions_RC20130128.1020,CEND1111,NSeaBGC2011,30/06/2011,12:12,C17,SPI Cam,SPI plus Video Camera,479,C,403,56.17149,-0.973556,73,
ME5301_ActualPositions_RC20130128.1021,CEND1111,NSeaBGC2011,30/06/2011,12:14,C17,SPI Cam,SPI plus Video Camera,479,D,404,56.17151,-0.97362,73,
ME5301_ActualPositions_RC20130128.1022,CEND1111,NSeaBGC2011,30/06/2011,12:17,C17,SPI Cam,SPI plus Video Camera,479,E,405,56.17154,-0.973676,73,
ME5301_ActualPositions_RC20130128.1023,CEND1111,NSeaBGC2011,30/06/2011,12:39,C17,RST,Rosette,480,A,406,56.17154,-0.973679,74,
ME5301_ActualPositions_RC20130128.1024,CEND1111,NSeaBGC2011,30/06/2011,13:14,C17,NZ,NIOZ Box corer,481,A,407,56.17154,-0.97368,74,
ME5301_ActualPositions_RC20130128.1025,CEND1111,NSeaBGC2011,30/06/2011,13:22,C17,NZ,NIOZ Box corer,481,B,408,56.17155,-0.973668,74,
ME5301_ActualPositions_RC20130128.1026,CEND1111,NSeaBGC2011,30/06/2011,13:29,C17,NZ,NIOZ Box corer,481,C,409,56.17155,-0.973665,74,
ME5301_ActualPositions_RC20130128.1027,CEND1111,NSeaBGC2011,30/06/2011,13:51,C17,JB,Jennings Beam Trawl (2 metre),482,A,410,56.16862,-0.972182,74,
ME5301_ActualPositions_RC20130128.1028,CEND1111,NSeaBGC2011,30/06/2011,14:08,C17,JB,Jennings Beam Trawl (2 metre),482,B,412,56.17358,-0.976446,74,
ME5301_ActualPositions_RC20130128.1029,CEND1111,NSeaBGC2011,30/06/2011,16:37,C18,SPI Cam,SPI plus Video Camera,483,A,414,56.04353,-1.410297,67,
ME5301_ActualPositions_RC20130128.1030,CEND1111,NSeaBGC2011,30/06/2011,16:40,C18,SPI Cam,SPI plus Video Camera,483,B,415,56.04348,-1.410339,67,
ME5301_ActualPositions_RC20130128.1031,CEND1111,NSeaBGC2011,30/06/2011,16:42,C18,SPI Cam,SPI plus Video Camera,483,C,416,56.04345,-1.410362,67,
ME5301_ActualPositions_RC20130128.1032,CEND1111,NSeaBGC2011,30/06/2011,16:44,C18,SPI Cam,SPI plus Video Camera,483,D,417,56.04342,-1.410391,67,
ME5301_ActualPositions_RC20130128.1033,CEND1111,NSeaBGC2011,30/06/2011,16:46,C18,SPI Cam,SPI plus Video Camera,483,E,418,56.04338,-1.410426,67,
ME5301_ActualPositions_RC20130128.1034,CEND1111,NSeaBGC2011,30/06/2011,17:13,C18,RST,Rosette,484,A,419,56.04336,-1.410428,65,
ME5301_ActualPositions_RC20130128.1035,CEND1111,NSeaBGC2011,30/06/2011,17:47,C18,NZ,NIOZ Box corer,485,X,420,56.04337,-1.410432,65,TRUE
ME5301_ActualPositions_RC20130128.1036,CEND1111,NSeaBGC2011,30/06/2011,17:58,C18,NZ,NIOZ Box corer,485,X,421,56.0432,-1.410558,65,TRUE
ME5301_ActualPositions_RC20130128.1037,CEND1111,NSeaBGC2011,30/06/2011,19:55,C19,SPI Cam,SPI plus Video Camera,486,A,422,55.79178,-1.576612,65,
ME5301_ActualPositions_RC20130128.1038,CEND1111,NSeaBGC2011,30/06/2011,19:58,C19,SPI Cam,SPI plus Video Camera,486,B,423,55.79174,-1.57665,65,
ME5301_ActualPositions_RC20130128.1039,CEND1111,NSeaBGC2011,30/06/2011,20:00,C19,SPI Cam,SPI plus Video Camera,486,C,424,55.7917,-1.576688,65,
ME5301_ActualPositions_RC20130128.1040,CEND1111,NSeaBGC2011,30/06/2011,20:03,C19,SPI Cam,SPI plus Video Camera,486,D,425,55.79166,-1.576724,65,
ME5301_ActualPositions_RC20130128.1041,CEND1111,NSeaBGC2011,30/06/2011,20:05,C19,SPI Cam,SPI plus Video Camera,486,E,426,55.79162,-1.576756,65,
ME5301_ActualPositions_RC20130128.1042,CEND1111,NSeaBGC2011,30/06/2011,20:30,C19,RST,Rosette,487,A,427,55.79162,-1.576753,65,
ME5301_ActualPositions_RC20130128.1043,CEND1111,NSeaBGC2010,30/06/2011,21:03,C19,NZ,NIOZ Box corer,488,A,428,55.79157,-1.576705,66,
ME5301_ActualPositions_RC20130128.1044,CEND1111,NSeaBGC2010,30/06/2011,21:12,C19,NZ,NIOZ Box corer,488,B,429,55.79158,-1.576694,66,
ME5301_ActualPositions_RC20130128.1045,CEND1111,NSeaBGC2010,30/06/2011,21:19,C19,NZ,NIOZ Box corer,488,C,430,55.79157,-1.57671,66,
ME5301_ActualPositions_RC20130128.1046,CEND1111,NSeaBGC2011,30/06/2011,21:36,C19,JB,Jennings Beam Trawl (2 metre),489,A,431,55.78955,-1.573461,66,
ME5301_ActualPositions_RC20130128.1047,CEND1111,NSeaBGC2011,30/06/2011,21:54,C19,JB,Jennings Beam Trawl (2 metre),489,B,433,55.78379,-1.564938,66,
ME5301_ActualPositions_RC20130128.1048,CEND1111,NSeaBGC2011,30/06/2011,23:51,N07,SPI Cam,SPI plus Video Camera,490,A,435,55.71307,-1.045435,85,
ME5301_ActualPositions_RC20130128.1049,CEND1111,NSeaBGC2011,30/06/2011,23:54,N07,SPI Cam,SPI plus Video Camera,490,B,436,55.71311,-1.045458,85,
ME5301_ActualPositions_RC20130128.1050,CEND1111,NSeaBGC2011,30/06/2011,23:56,N07,SPI Cam,SPI plus Video Camera,490,C,437,55.71317,-1.045486,85,
ME5301_ActualPositions_RC20130128.1051,CEND1111,NSeaBGC2011,30/06/2011,23:58,N07,SPI Cam,SPI plus Video Camera,490,D,438,55.71321,-1.045508,85,
ME5301_ActualPositions_RC20130128.1052,CEND1111,NSeaBGC2011,30/06/2011,23:59,N07,SPI Cam,SPI plus Video Camera,490,E,439,55.71325,-1.04556,85,
ME5301_ActualPositions_RC20130128.1053,CEND1111,NSeaBGC2011,01/07/2011,00:21,N07,RST,Rosette,491,A,440,55.71327,-1.045531,84,
ME5301_ActualPositions_RC20130128.1054,CEND1111,NSeaBGC2011,01/07/2011,01:02,N07,NZ,NIOZ Box corer,492,A,441,55.71327,-1.045548,85,
ME5301_ActualPositions_RC20130128.1055,CEND1111,NSeaBGC2011,01/07/2011,01:10,N07,NZ,NIOZ Box corer,492,B,442,55.71321,-1.045488,85,
ME5301_ActualPositions_RC20130128.1056,CEND1111,NSeaBGC2011,01/07/2011,01:17,N07,NZ,NIOZ Box corer,492,C,443,55.71317,-1.045493,85,
ME5301_ActualPositions_RC20130128.1057,CEND1111,NSeaBGC2011,01/07/2011,01:34,N07,JB,Jennings Beam Trawl (2 metre),493,A,444,55.71603,-1.047143,85,
ME5301_ActualPositions_RC20130128.1058,CEND1111,NSeaBGC2011,01/07/2011,01:52,N07,JB,Jennings Beam Trawl (2 metre),493,B,446,55.72271,-1.050609,85,
ME5301_ActualPositions_RC20130128.1059,CEND1111,NSeaBGC2011,01/07/2011,03:09,N08,SPI Cam,SPI plus Video Camera,494,A,448,55.5974,-0.95429,93,
ME5301_ActualPositions_RC20130128.1060,CEND1111,NSeaBGC2011,01/07/2011,03:13,N08,SPI Cam,SPI plus Video Camera,494,B,449,55.59744,-0.954283,93,
ME5301_ActualPositions_RC20130128.1061,CEND1111,NSeaBGC2011,01/07/2011,03:15,N08,SPI Cam,SPI plus Video Camera,494,C,450,55.59749,-0.95427,93,
ME5301_ActualPositions_RC20130128.1062,CEND1111,NSeaBGC2011,01/07/2011,03:18,N08,SPI Cam,SPI plus Video Camera,494,D,451,55.59754,-0.9543,93,
ME5301_ActualPositions_RC20130128.1063,CEND1111,NSeaBGC2011,01/07/2011,03:21,N08,SPI Cam,SPI plus Video Camera,494,E,452,55.59759,-0.954279,93,
ME5301_ActualPositions_RC20130128.1064,CEND1111,NSeaBGC2011,01/07/2011,03:37,N08,RST,Rosette,495,A,453,55.59759,-0.954264,93,
ME5301_ActualPositions_RC20130128.1065,CEND1111,NSeaBGC2011,01/07/2011,04:20,N08,NZ,NIOZ Box corer,496,A,454,55.5976,-0.95391,92,
ME5301_ActualPositions_RC20130128.1066,CEND1111,NSeaBGC2011,01/07/2011,04:28,N08,NZ,NIOZ Box corer,496,B,455,55.59763,-0.954037,92,
ME5301_ActualPositions_RC20130128.1067,CEND1111,NSeaBGC2011,01/07/2011,04:36,N08,NZ,NIOZ Box corer,496,C,456,55.59768,-0.954078,92,
ME5301_ActualPositions_RC20130128.1068,CEND1111,NSeaBGC2011,01/07/2011,04:55,N08,JB,Jennings Beam Trawl (2 metre),497,A,457,55.59553,-0.953007,92,
ME5301_ActualPositions_RC20130128.1069,CEND1111,NSeaBGC2011,01/07/2011,05:15,N08,JB,Jennings Beam Trawl (2 metre),497,B,459,55.60157,-0.957197,92,
ME5301_ActualPositions_RC20130128.1070,CEND1111,NSeaBGC2011,01/07/2011,07:32,M05,SPI Cam,SPI plus Video Camera,498,A,461,55.27748,-1.137785,91,
ME5301_ActualPositions_RC20130128.1071,CEND1111,NSeaBGC2011,01/07/2011,07:35,M05,SPI Cam,SPI plus Video Camera,498,B,462,55.27752,-1.13784,91,
ME5301_ActualPositions_RC20130128.1072,CEND1111,NSeaBGC2011,01/07/2011,07:39,M05,SPI Cam,SPI plus Video Camera,498,C,465,55.27756,-1.137854,91,
ME5301_ActualPositions_RC20130128.1073,CEND1111,NSeaBGC2011,01/07/2011,07:42,M05,SPI Cam,SPI plus Video Camera,498,D,466,55.27759,-1.137911,91,
ME5301_ActualPositions_RC20130128.1074,CEND1111,NSeaBGC2011,01/07/2011,07:45,M05,SPI Cam,SPI plus Video Camera,498,E,467,55.27768,-1.137953,91,
ME5301_ActualPositions_RC20130128.1075,CEND1111,NSeaBGC2011,01/07/2011,07:37,M05,SPI Cam,SPI plus Video Camera,498,X,463,55.27755,-1.137864,91,TRUE
ME5301_ActualPositions_RC20130128.1076,CEND1111,NSeaBGC2011,01/07/2011,07:38,M05,SPI Cam,SPI plus Video Camera,498,X,464,55.27755,-1.137861,91,TRUE
ME5301_ActualPositions_RC20130128.1077,CEND1111,NSeaBGC2011,01/07/2011,08:05,M05,RST,Rosette,499,A,468,55.27772,-1.137986,91,
ME5301_ActualPositions_RC20130128.1078,CEND1111,NSeaBGC2011,01/07/2011,09:28,M05,NZ,NIOZ Box corer,500,A,472,55.27724,-1.137876,91,
ME5301_ActualPositions_RC20130128.1079,CEND1111,NSeaBGC2011,01/07/2011,09:38,M05,NZ,NIOZ Box corer,500,B,473,55.27724,-1.137864,91,
ME5301_ActualPositions_RC20130128.1080,CEND1111,NSeaBGC2011,01/07/2011,09:47,M05,NZ,NIOZ Box corer,500,C,474,55.27708,-1.137956,91,
ME5301_ActualPositions_RC20130128.1081,CEND1111,NSeaBGC2011,01/07/2011,08:53,M05,NZ,NIOZ Box corer,500,X,469,55.27737,-1.137986,91,TRUE
ME5301_ActualPositions_RC20130128.1082,CEND1111,NSeaBGC2011,01/07/2011,09:06,M05,NZ,NIOZ Box corer,500,X,470,55.27741,-1.138008,91,TRUE
ME5301_ActualPositions_RC20130128.1083,CEND1111,NSeaBGC2011,01/07/2011,09:17,M05,NZ,NIOZ Box corer,500,X,471,55.27723,-1.137883,91,TRUE
ME5301_ActualPositions_RC20130128.1084,CEND1111,NSeaBGC2011,01/07/2011,10:13,M05,JB,Jennings Beam Trawl (2 metre),501,A,475,55.27602,-1.136086,92,
ME5301_ActualPositions_RC20130128.1085,CEND1111,NSeaBGC2011,01/07/2011,10:13,M05,JB,Jennings Beam Trawl (2 metre),501,A,476,55.27802,-1.137919,92,
ME5301_ActualPositions_RC20130128.1086,CEND1111,NSeaBGC2011,01/07/2011,10:44,M05,JB,Jennings Beam Trawl (2 metre),501,B,477,55.28217,-1.14195,92,
ME5301_ActualPositions_RC20130128.1087,CEND1111,NSeaBGC2011,01/07/2011,10:44,M05,JB,Jennings Beam Trawl (2 metre),501,B,478,55.28401,-1.143711,92,
ME5301_ActualPositions_RC20130128.1088,CEND1111,NSeaBGC2011,01/07/2011,11:50,M06,SPI Cam,SPI plus Video Camera,502,A,479,55.26434,-1.30369,61,
ME5301_ActualPositions_RC20130128.1089,CEND1111,NSeaBGC2011,01/07/2011,11:53,M06,SPI Cam,SPI plus Video Camera,502,B,480,55.26438,-1.303661,61,
ME5301_ActualPositions_RC20130128.1090,CEND1111,NSeaBGC2011,01/07/2011,11:56,M06,SPI Cam,SPI plus Video Camera,502,C,481,55.26442,-1.303637,61,
ME5301_ActualPositions_RC20130128.1091,CEND1111,NSeaBGC2011,01/07/2011,11:59,M06,SPI Cam,SPI plus Video Camera,502,D,482,55.26447,-1.303618,61,
ME5301_ActualPositions_RC20130128.1092,CEND1111,NSeaBGC2011,01/07/2011,12:01,M06,SPI Cam,SPI plus Video Camera,502,E,483,55.26451,-1.303596,61,
ME5301_ActualPositions_RC20130128.1093,CEND1111,NSeaBGC2011,01/07/2011,12:25,M06,RST,Rosette,503,A,484,55.26448,-1.303564,62,
ME5301_ActualPositions_RC20130128.1094,CEND1111,NSeaBGC2011,01/07/2011,13:02,M06,NZ,NIOZ Box corer,504,A,485,55.2645,-1.303609,63,
ME5301_ActualPositions_RC20130128.1095,CEND1111,NSeaBGC2011,01/07/2011,13:10,M06,NZ,NIOZ Box corer,504,B,486,55.26449,-1.303614,63,
ME5301_ActualPositions_RC20130128.1096,CEND1111,NSeaBGC2011,01/07/2011,13:29,M06,NZ,NIOZ Box corer,504,C,488,55.26452,-1.303624,63,
ME5301_ActualPositions_RC20130128.1097,CEND1111,NSeaBGC2011,01/07/2011,13:19,M06,NZ,NIOZ Box corer,504,x,487,55.26449,-1.303606,63,TRUE
ME5301_ActualPositions_RC20130128.1098,CEND1111,NSeaBGC2011,01/07/2011,13:45,M06,JB,Jennings Beam Trawl (2 metre),505,A,490,55.2689,-1.304073,63,
ME5301_ActualPositions_RC20130128.1099,CEND1111,NSeaBGC2011,01/07/2011,13:45,M06,JB,Jennings Beam Trawl (2 metre),505,A,489,55.26693,-1.303959,63,
ME5301_ActualPositions_RC20130128.1100,CEND1111,NSeaBGC2011,01/07/2011,14:25,M06,JB,Jennings Beam Trawl (2 metre),505,B,492,55.28525,-1.304195,63,
ME5301_ActualPositions_RC20130128.1101,CEND1111,NSeaBGC2011,01/07/2011,14:25,M06,JB,Jennings Beam Trawl (2 metre),505,B,491,55.28323,-1.304714,63,
ME5301_ActualPositions_RC20130128.1102,CEND1111,NSeaBGC2011,01/07/2011,17:51,M07,SPI Cam,SPI plus Video Camera,507,A,494,54.86035,-1.173094,48,
ME5301_ActualPositions_RC20130128.1103,CEND1111,NSeaBGC2011,01/07/2011,17:54,M07,SPI Cam,SPI plus Video Camera,507,B,495,54.86041,-1.173134,48,
ME5301_ActualPositions_RC20130128.1104,CEND1111,NSeaBGC2011,01/07/2011,17:56,M07,SPI Cam,SPI plus Video Camera,507,C,496,54.86042,-1.173058,48,
ME5301_ActualPositions_RC20130128.1105,CEND1111,NSeaBGC2011,01/07/2011,17:59,M07,SPI Cam,SPI plus Video Camera,507,D,497,54.86049,-1.173137,48,
ME5301_ActualPositions_RC20130128.1106,CEND1111,NSeaBGC2011,01/07/2011,18:03,M07,SPI Cam,SPI plus Video Camera,507,E,498,54.86055,-1.173102,48,
ME5301_ActualPositions_RC20130128.1107,CEND1111,NSeaBGC2011,01/07/2011,18:28,M07,RST,Rosette,508,A,499,54.86058,-1.173122,48,
ME5301_ActualPositions_RC20130128.1108,CEND1111,NSeaBGC2011,01/07/2011,19:08,M07,NZ,NIOZ Box corer,509,X,502,54.86035,-1.173276,47,TRUE
ME5301_ActualPositions_RC20130128.1109,CEND1111,NSeaBGC2011,01/07/2011,18:58,M07,NZ,NIOZ Box corer,509,x,501,54.86052,-1.173155,47,TRUE
ME5301_ActualPositions_RC20130128.1110,CEND1111,NSeaBGC2011,01/07/2011,18:49,M07,NZ,NIOZ Box corer,509,X,500,54.86055,-1.17313,47,TRUE
ME5301_ActualPositions_RC20130128.1111,CEND1111,NSeaBGC2011,01/07/2011,19:29,M07,JB,Jennings Beam Trawl (2 metre),510,A,sol_estimate,54.86029,-1.173987,46,
ME5301_ActualPositions_RC20130128.1112,CEND1111,NSeaBGC2011,01/07/2011,19:29,M07,JB,Jennings Beam Trawl (2 metre),510,A,eol,54.86029,-1.173987,46,
ME5301_ActualPositions_RC20130128.1113,CEND1111,NSeaBGC2011,01/07/2011,19:45,M07,JB,Jennings Beam Trawl (2 metre),510,B,504,54.86251,-1.177873,46,
ME5301_ActualPositions_RC20130128.1114,CEND1111,NSeaBGC2011,01/07/2011,19:45,M07,JB,Jennings Beam Trawl (2 metre),510,B,505,54.86392,-1.180318,46,
ME5301_ActualPositions_RC20130128.1115,CEND1111,Souter Point Capping 2011,02/07/2011,01:21,TC3,NZ,NIOZ Box corer,515,A,520,54.94311,-1.220787,52,
ME5301_ActualPositions_RC20130128.1116,CEND1111,Souter Point Capping 2011,02/07/2011,01:44,TC3,NZ,NIOZ Box corer,515,B,521,54.94315,-1.220753,52,
ME5301_ActualPositions_RC20130128.1117,CEND1111,Souter Point Capping 2011,02/07/2011,02:05,TC3,NZ,NIOZ Box corer,515,C,522,54.9432,-1.220719,52,
ME5301_ActualPositions_RC20130128.1118,CEND1111,Souter Point Capping 2011,02/07/2011,02:28,TC3,NZ,NIOZ Box corer,515,D,523,54.94324,-1.220688,52,
ME5301_ActualPositions_RC20130128.1119,CEND1111,Souter Point Capping 2011,02/07/2011,20:58,CAP5,NZ,NIOZ Box corer,535,A,620,54.97907,-1.247682,50,
ME5301_ActualPositions_RC20130128.1120,CEND1111,Souter Point Capping 2011,02/07/2011,21:25,CAP5,NZ,NIOZ Box corer,535,B,621,54.97907,-1.247589,50,
ME5301_ActualPositions_RC20130128.1121,CEND1111,Souter Point Capping 2011,02/07/2011,21:51,CAP5,NZ,NIOZ Box corer,535,C,622,54.97903,-1.247654,50,
ME5301_ActualPositions_RC20130128.1122,CEND1111,Souter Point Capping 2011,03/07/2011,00:04,SPI8,NZ,NIOZ Box corer,538,A,629,54.98214,-1.255693,49,
ME5301_ActualPositions_RC20130128.1123,CEND1111,Souter Point Capping 2011,03/07/2011,00:25,SPI8,NZ,NIOZ Box corer,538,B,630,54.98215,-1.255625,49,
ME5301_ActualPositions_RC20130128.1124,CEND1111,Souter Point Capping 2011,03/07/2011,00:47,SPI8,NZ,NIOZ Box corer,538,C,631,54.9822,-1.25556,49,
