FID,CruiseID,Survey,Date_,Time_UTC,StnCode,GearCode,GearName,StnNumber,Replicate,FixNumber,DecLat84,DecLon84,DepthBH,No_Sample
ME5301_ActualPositions_RC20130128.310,CEND1110,NSeaBGC2010,07/06/2010,17:30,SGT_C,NZ,NIOZ Box corer,39,C/2,121,53.52448,3.16071,33,
ME5301_ActualPositions_RC20130128.311,CEND1110,NSeaBGC2010,07/06/2010,19:08,SGT_D,SPI Cam,SPI plus Video Camera,41,A,122,53.6437,3.27923,40,
ME5301_ActualPositions_RC20130128.312,CEND1110,NSeaBGC2010,07/06/2010,19:10,SGT_D,SPI Cam,SPI plus Video Camera,41,B,123,53.64375,3.27925,40,
ME5301_ActualPositions_RC20130128.313,CEND1110,NSeaBGC2010,07/06/2010,19:13,SGT_D,SPI Cam,SPI plus Video Camera,41,C,124,53.6438,3.27928,40,
ME5301_ActualPositions_RC20130128.314,CEND1110,NSeaBGC2010,07/06/2010,19:15,SGT_D,SPI Cam,SPI plus Video Camera,41,D,125,53.64382,3.27919,40,
ME5301_ActualPositions_RC20130128.315,CEND1110,NSeaBGC2010,07/06/2010,19:19,SGT_D,SPI Cam,SPI plus Video Camera,41,E,126,53.64383,3.27909,40,
ME5301_ActualPositions_RC20130128.316,CEND1110,NSeaBGC2010,07/06/2010,19:46,SGT_D,NZ,NIOZ Box corer,43,A/3,127,53.64382,3.27911,40,
ME5301_ActualPositions_RC20130128.317,CEND1110,NSeaBGC2010,07/06/2010,19:53,SGT_D,NZ,NIOZ Box corer,43,B/1,128,53.64384,3.279,40,
ME5301_ActualPositions_RC20130128.318,CEND1110,NSeaBGC2010,07/06/2010,20:03,SGT_D,NZ,NIOZ Box corer,43,C/2,129,53.64385,3.27888,40,
ME5301_ActualPositions_RC20130128.319,CEND1110,NSeaBGC2010,07/06/2010,23:21,SGT_F,SPI Cam,SPI plus Video Camera,46,A,130,53.88262,3.51393,37,
ME5301_ActualPositions_RC20130128.320,CEND1110,NSeaBGC2010,07/06/2010,23:23,SGT_F,SPI Cam,SPI plus Video Camera,46,B,131,53.88266,3.51397,37,
ME5301_ActualPositions_RC20130128.321,CEND1110,NSeaBGC2010,07/06/2010,23:25,SGT_F,SPI Cam,SPI plus Video Camera,46,C,132,53.8827,3.51402,37,
ME5301_ActualPositions_RC20130128.322,CEND1110,NSeaBGC2010,07/06/2010,23:28,SGT_F,SPI Cam,SPI plus Video Camera,46,D,135,53.88275,3.51406,37,
ME5301_ActualPositions_RC20130128.323,CEND1110,NSeaBGC2010,07/06/2010,23:30,SGT_F,SPI Cam,SPI plus Video Camera,46,E,136,53.88279,3.51409,37,
ME5301_ActualPositions_RC20130128.324,CEND1110,NSeaBGC2010,07/06/2010,01:10,SGT_F,WP,Water Profiler,47,A,137,53.88281,3.51415,,
ME5301_ActualPositions_RC20130128.325,CEND1110,NSeaBGC2010,08/06/2010,00:22,SGT_F,NZ,NIOZ Box corer,48,A/1,140,53.88272,3.51417,37,
ME5301_ActualPositions_RC20130128.326,CEND1110,NSeaBGC2010,08/06/2010,00:46,SGT_F,NZ,NIOZ Box corer,48,B/2,143,53.88258,3.51424,37,
ME5301_ActualPositions_RC20130128.327,CEND1110,NSeaBGC2010,08/06/2010,01:03,SGT_F,NZ,NIOZ Box corer,48,C/3,145,53.88258,3.51446,37,
ME5301_ActualPositions_RC20130128.328,CEND1110,NSeaBGC2010,08/06/2010,02:53,SGT_G,SPI Cam,SPI plus Video Camera,50,A,146,54.00203,3.6332,46,
ME5301_ActualPositions_RC20130128.329,CEND1110,NSeaBGC2010,08/06/2010,02:54,SGT_G,SPI Cam,SPI plus Video Camera,50,B,147,54.00199,3.63318,46,
ME5301_ActualPositions_RC20130128.330,CEND1110,NSeaBGC2010,08/06/2010,02:56,SGT_G,SPI Cam,SPI plus Video Camera,50,C,148,54.00194,3.63317,46,
ME5301_ActualPositions_RC20130128.331,CEND1110,NSeaBGC2010,08/06/2010,02:58,SGT_G,SPI Cam,SPI plus Video Camera,50,D,149,54.00189,3.63315,46,
ME5301_ActualPositions_RC20130128.332,CEND1110,NSeaBGC2010,08/06/2010,03:00,SGT_G,SPI Cam,SPI plus Video Camera,50,E,150,54.00184,3.63314,46,
ME5301_ActualPositions_RC20130128.333,CEND1110,NSeaBGC2010,08/06/2010,04:01,SGT_G,WP,Water Profiler,51,A,151,54.00185,3.63314,,
ME5301_ActualPositions_RC20130128.334,CEND1110,NSeaBGC2010,08/06/2010,03:37,SGT_G,NZ,NIOZ Box corer,52,A/1,154,54.00185,3.63315,46,
ME5301_ActualPositions_RC20130128.335,CEND1110,NSeaBGC2010,08/06/2010,03:49,SGT_G,NZ,NIOZ Box corer,52,B/2,155,54.00185,3.63299,46,
ME5301_ActualPositions_RC20130128.336,CEND1110,NSeaBGC2010,08/06/2010,03:59,SGT_G,NZ,NIOZ Box corer,52,C/3,156,54.00183,3.63276,46,
ME5301_ActualPositions_RC20130128.337,CEND1110,NSeaBGC2010,08/06/2010,05:22,SGT_H,SPI Cam,SPI plus Video Camera,54,A,157,54.12175,3.75066,45,
ME5301_ActualPositions_RC20130128.338,CEND1110,NSeaBGC2010,08/06/2010,05:24,SGT_H,SPI Cam,SPI plus Video Camera,54,B,158,54.12172,3.7507,45,
ME5301_ActualPositions_RC20130128.339,CEND1110,NSeaBGC2010,08/06/2010,05:26,SGT_H,SPI Cam,SPI plus Video Camera,54,C,159,54.12167,3.75073,45,
ME5301_ActualPositions_RC20130128.340,CEND1110,NSeaBGC2010,08/06/2010,05:29,SGT_H,SPI Cam,SPI plus Video Camera,54,D,160,54.12169,3.75081,45,
ME5301_ActualPositions_RC20130128.341,CEND1110,NSeaBGC2010,08/06/2010,05:32,SGT_H,SPI Cam,SPI plus Video Camera,54,E,161,54.12172,3.75075,45,
ME5301_ActualPositions_RC20130128.342,CEND1110,NSeaBGC2010,08/06/2010,05:37,SGT_H,WP,Water Profiler,55,A,162,54.12173,3.75077,45,
ME5301_ActualPositions_RC20130128.343,CEND1110,NSeaBGC2010,08/06/2010,06:01,SGT_H,NZ,NIOZ Box corer,56,A/1,163,54.12173,3.75078,45,
ME5301_ActualPositions_RC20130128.344,CEND1110,NSeaBGC2010,08/06/2010,06:09,SGT_H,NZ,NIOZ Box corer,56,B/2,164,54.12169,3.75081,45,
ME5301_ActualPositions_RC20130128.345,CEND1110,NSeaBGC2010,08/06/2010,06:18,SGT_H,NZ,NIOZ Box corer,56,C/3,165,54.12164,3.75084,45,
ME5301_ActualPositions_RC20130128.346,CEND1110,NSeaBTA2010,08/06/2010,07:20,SGT_H(BTA_03),HG,0.1m2 Hamon Grab,57,A,166,54.12166,3.75084,45,
ME5301_ActualPositions_RC20130128.347,CEND1110,NSeaBTA2010,08/06/2010,07:24,SGT_H(BTA_03),HG,0.1m2 Hamon Grab,57,B,167,54.12164,3.75082,45,
ME5301_ActualPositions_RC20130128.348,CEND1110,NSeaBTA2010,08/06/2010,07:28,SGT_H(BTA_03),HG,0.1m2 Hamon Grab,57,C,168,54.12165,3.75098,45,
ME5301_ActualPositions_RC20130128.349,CEND1110,NSeaBTA2010,08/06/2010,07:31,SGT_H(BTA_03),HG,0.1m2 Hamon Grab,57,D,169,54.12166,3.75104,45,
ME5301_ActualPositions_RC20130128.350,CEND1110,NSeaBTA2010,08/06/2010,07:35,SGT_H(BTA_03),HG,0.1m2 Hamon Grab,57,E,170,54.1217,3.75114,45,
ME5301_ActualPositions_RC20130128.351,CEND1110,NSeaBGC2010,08/06/2010,09:07,SGT_I,SPI Cam,SPI plus Video Camera,59,A,171,54.24036,3.86917,44,
ME5301_ActualPositions_RC20130128.352,CEND1110,NSeaBGC2010,08/06/2010,09:09,SGT_I,SPI Cam,SPI plus Video Camera,59,B,172,54.24037,3.86906,44,
ME5301_ActualPositions_RC20130128.353,CEND1110,NSeaBGC2010,08/06/2010,09:12,SGT_I,SPI Cam,SPI plus Video Camera,59,C,173,54.24037,3.86889,44,
ME5301_ActualPositions_RC20130128.354,CEND1110,NSeaBGC2010,08/06/2010,09:15,SGT_I,SPI Cam,SPI plus Video Camera,59,D,174,54.24029,3.86891,44,
ME5301_ActualPositions_RC20130128.355,CEND1110,NSeaBGC2010,08/06/2010,09:17,SGT_I,SPI Cam,SPI plus Video Camera,59,E,175,54.2402,3.86891,44,
ME5301_ActualPositions_RC20130128.356,CEND1110,NSeaBGC2010,08/06/2010,09:28,SGT_I,WP,Water Profiler,60,A,176,54.24011,3.86891,44,
ME5301_ActualPositions_RC20130128.357,CEND1110,NSeaBGC2010,08/06/2010,09:50,SGT_I,NZ,NIOZ Box corer,61,A/1,177,54.24011,3.8689,44,
ME5301_ActualPositions_RC20130128.358,CEND1110,NSeaBGC2010,08/06/2010,09:59,SGT_I,NZ,NIOZ Box corer,61,B/2,178,54.24015,3.86883,44,
ME5301_ActualPositions_RC20130128.359,CEND1110,NSeaBGC2010,08/06/2010,10:06,SGT_I,NZ,NIOZ Box corer,61,C/3,179,54.24018,3.86874,44,
ME5301_ActualPositions_RC20130128.360,CEND1110,NSeaBGC2010,08/06/2010,11:45,SGT_J,SPI Cam,SPI plus Video Camera,63,A,180,54.35974,3.98651,45,
ME5301_ActualPositions_RC20130128.361,CEND1110,NSeaBGC2010,08/06/2010,11:47,SGT_J,SPI Cam,SPI plus Video Camera,63,B,181,54.3597,3.98653,45,
ME5301_ActualPositions_RC20130128.362,CEND1110,NSeaBGC2010,08/06/2010,11:49,SGT_J,SPI Cam,SPI plus Video Camera,63,C,182,54.35965,3.98655,45,
ME5301_ActualPositions_RC20130128.363,CEND1110,NSeaBGC2010,08/06/2010,11:50,SGT_J,SPI Cam,SPI plus Video Camera,63,D,183,54.35961,3.98657,45,
ME5301_ActualPositions_RC20130128.364,CEND1110,NSeaBGC2010,08/06/2010,11:52,SGT_J,SPI Cam,SPI plus Video Camera,63,E,184,54.35957,3.98658,45,
ME5301_ActualPositions_RC20130128.365,CEND1110,NSeaBGC2010,08/06/2010,12:23,SGT_J,NZ,NIOZ Box corer,65,A/1,185,54.35957,3.98658,45,
ME5301_ActualPositions_RC20130128.366,CEND1110,NSeaBGC2010,08/06/2010,12:30,SGT_J,NZ,NIOZ Box corer,65,B/3,186,54.35955,3.98651,45,
ME5301_ActualPositions_RC20130128.367,CEND1110,NSeaBGC2010,08/06/2010,12:38,SGT_J,NZ,NIOZ Box corer,65,C/2,187,54.35955,3.98644,45,
ME5301_ActualPositions_RC20130128.368,CEND1110,NSeaBGC2010,08/06/2010,13:35,OG,SPI Cam,SPI plus Video Camera,67,A,188,54.41254,4.0413,46,
ME5301_ActualPositions_RC20130128.369,CEND1110,NSeaBGC2010,08/06/2010,13:38,OG,SPI Cam,SPI plus Video Camera,67,B,189,54.41259,4.04131,46,
ME5301_ActualPositions_RC20130128.370,CEND1110,NSeaBGC2010,08/06/2010,13:42,OG,SPI Cam,SPI plus Video Camera,67,C,190,54.41263,4.04131,46,
ME5301_ActualPositions_RC20130128.371,CEND1110,NSeaBGC2010,08/06/2010,13:45,OG,SPI Cam,SPI plus Video Camera,67,D,191,54.41268,4.04131,46,
ME5301_ActualPositions_RC20130128.372,CEND1110,NSeaBGC2010,08/06/2010,13:48,OG,SPI Cam,SPI plus Video Camera,67,E,192,54.41272,4.04132,46,
ME5301_ActualPositions_RC20130128.373,CEND1110,NSeaBGC2010,08/06/2010,14:09,OG,RST,Rosette,68,A,193,54.41303,4.04163,46,
ME5301_ActualPositions_RC20130128.374,CEND1110,NSeaBGC2010,08/06/2010,14:50,OG,NZ,NIOZ Box corer,69,A/1,194,54.413,4.04211,46,
ME5301_ActualPositions_RC20130128.375,CEND1110,NSeaBGC2010,08/06/2010,14:58,OG,NZ,NIOZ Box corer,69,B/3,195,54.41299,4.04219,46,
ME5301_ActualPositions_RC20130128.376,CEND1110,NSeaBGC2010,08/06/2010,15:09,OG,NZ,NIOZ Box corer,69,C/6,196,54.41301,4.04222,46,
ME5301_ActualPositions_RC20130128.377,CEND1110,NSeaBGC2010,08/06/2010,15:18,OG,NZ,NIOZ Box corer,69,D/7,197,54.41306,4.04225,46,
ME5301_ActualPositions_RC20130128.378,CEND1110,NSeaBGC2010,08/06/2010,15:34,OG,NZ,NIOZ Box corer,69,E/4,198,54.4131,4.04228,46,
ME5301_ActualPositions_RC20130128.379,CEND1110,NSeaBGC2010,08/06/2010,15:45,OG,NZ,NIOZ Box corer,69,F/5,199,54.41308,4.04235,46,
ME5301_ActualPositions_RC20130128.380,CEND1110,NSeaBGC2010,08/06/2010,15:53,OG,NZ,NIOZ Box corer,69,G/8,200,54.41311,4.04239,46,
ME5301_ActualPositions_RC20130128.381,CEND1110,NSeaBGC2010,08/06/2010,16:44,OG,NZ,NIOZ Box corer,69,H/9,201,54.41316,4.04242,46,
ME5301_ActualPositions_RC20130128.382,CEND1110,NSeaBGC2010,08/06/2010,16:52,OG,NZ,NIOZ Box corer,69,I/2,202,54.4132,4.04245,46,
ME5301_ActualPositions_RC20130128.383,CEND1110,NSeaBGC2010,08/06/2010,17:30,OG,SPI Cam,SPI plus Video Camera,70,A,203,54.41343,4.04272,46,
ME5301_ActualPositions_RC20130128.384,CEND1110,NSeaBGC2010,08/06/2010,17:32,OG,SPI Cam,SPI plus Video Camera,70,B,204,54.41346,4.04277,46,
ME5301_ActualPositions_RC20130128.385,CEND1110,NSeaBGC2010,08/06/2010,17:35,OG,SPI Cam,SPI plus Video Camera,70,C,205,54.41349,4.04283,46,
ME5301_ActualPositions_RC20130128.386,CEND1110,NSeaBGC2010,08/06/2010,17:38,OG,SPI Cam,SPI plus Video Camera,70,D,206,54.41352,4.04277,46,
ME5301_ActualPositions_RC20130128.387,CEND1110,NSeaBGC2010,08/06/2010,17:41,OG,SPI Cam,SPI plus Video Camera,70,E,207,54.41355,4.0427,46,
ME5301_ActualPositions_RC20130128.388,CEND1110,NSeaBTA2010,08/06/2010,18:01,OG(BTA_04),HG,0.1m2 Hamon Grab,71,A,208,54.41353,4.04272,46,
ME5301_ActualPositions_RC20130128.389,CEND1110,NSeaBTA2010,08/06/2010,18:05,OG(BTA_04),HG,0.1m2 Hamon Grab,71,B,209,54.41352,4.04281,46,
ME5301_ActualPositions_RC20130128.390,CEND1110,NSeaBTA2010,08/06/2010,18:14,OG(BTA_04),HG,0.1m2 Hamon Grab,71,C,211,54.41351,4.04294,46,
ME5301_ActualPositions_RC20130128.391,CEND1110,NSeaBTA2010,08/06/2010,18:18,OG(BTA_04),HG,0.1m2 Hamon Grab,71,D,212,54.41351,4.04303,46,
ME5301_ActualPositions_RC20130128.392,CEND1110,NSeaBTA2010,08/06/2010,18:22,OG(BTA_04),HG,0.1m2 Hamon Grab,71,E,213,54.41351,4.04311,46,
ME5301_ActualPositions_RC20130128.393,CEND1110,NSeaBGC2010,08/06/2010,18:40,OG,JB,Jennings Beam Trawl (2 metre),72,A,1sol,54.41329,4.04623,,
ME5301_ActualPositions_RC20130128.394,CEND1110,NSeaBGC2010,08/06/2010,19:04,OG,JB,Jennings Beam Trawl (2 metre),72,B,1sol,54.41299,4.0493,,
ME5301_ActualPositions_RC20130128.395,CEND1110,NSeaBGC2010,08/06/2010,21:54,OGT_A,SPI Cam,SPI plus Video Camera,74,A,218,54.47624,3.88622,44,
ME5301_ActualPositions_RC20130128.396,CEND1110,NSeaBGC2010,08/06/2010,21:56,OGT_A,SPI Cam,SPI plus Video Camera,74,B,219,54.47622,3.8863,44,
ME5301_ActualPositions_RC20130128.397,CEND1110,NSeaBGC2010,08/06/2010,21:58,OGT_A,SPI Cam,SPI plus Video Camera,74,C,220,54.4762,3.8864,44,
ME5301_ActualPositions_RC20130128.398,CEND1110,NSeaBGC2010,08/06/2010,22:00,OGT_A,SPI Cam,SPI plus Video Camera,74,D,221,54.47619,3.88649,44,
ME5301_ActualPositions_RC20130128.399,CEND1110,NSeaBGC2010,08/06/2010,22:01,OGT_A,SPI Cam,SPI plus Video Camera,74,E,222,54.47616,3.88662,44,
ME5301_ActualPositions_RC20130128.400,CEND1110,NSeaBGC2010,08/06/2010,22:41,OGT_A,NZ,NIOZ Box corer,76,A/1,223,54.47596,3.88652,44,
ME5301_ActualPositions_RC20130128.401,CEND1110,NSeaBGC2010,08/06/2010,22:53,OGT_A,NZ,NIOZ Box corer,76,B/3,224,54.47598,3.88646,44,
ME5301_ActualPositions_RC20130128.402,CEND1110,NSeaBGC2010,08/06/2010,23:02,OGT_A,NZ,NIOZ Box corer,76,C/2,225,54.47605,3.88641,44,
ME5301_ActualPositions_RC20130128.403,CEND1110,NSeaBGC2010,09/05/2010,00:16,OGT_B,SPI Cam,SPI plus Video Camera,78,A,226,54.5392,3.73057,44,
ME5301_ActualPositions_RC20130128.404,CEND1110,NSeaBGC2010,09/05/2010,00:18,OGT_B,SPI Cam,SPI plus Video Camera,78,B,227,54.53918,3.73063,44,
ME5301_ActualPositions_RC20130128.405,CEND1110,NSeaBGC2010,09/05/2010,00:20,OGT_B,SPI Cam,SPI plus Video Camera,78,C,228,54.53917,3.73071,44,
ME5301_ActualPositions_RC20130128.406,CEND1110,NSeaBGC2010,09/05/2010,00:22,OGT_B,SPI Cam,SPI plus Video Camera,78,D,229,54.53915,3.73078,44,
ME5301_ActualPositions_RC20130128.407,CEND1110,NSeaBGC2010,09/05/2010,00:24,OGT_B,SPI Cam,SPI plus Video Camera,78,E,230,54.53914,3.73085,44,
ME5301_ActualPositions_RC20130128.408,CEND1110,NSeaBGC2010,08/06/2010,00:41,OGT_B,WP,Water Profiler,79,A,231,54.53913,3.73085,,
ME5301_ActualPositions_RC20130128.409,CEND1110,NSeaBGC2010,09/06/2010,09:06,OGT_B,NZ,NIOZ Box corer,80,A/1,232,54.53913,3.73093,44,
ME5301_ActualPositions_RC20130128.410,CEND1110,NSeaBGC2010,09/06/2010,01:10,OGT_B,NZ,NIOZ Box corer,80,B/2,233,54.53912,3.73093,44,
ME5301_ActualPositions_RC20130128.411,CEND1110,NSeaBGC2010,09/06/2010,01:19,OGT_B,NZ,NIOZ Box corer,80,C/3,234,54.5391,3.73099,44,
ME5301_ActualPositions_RC20130128.412,CEND1110,NSeaBGC2010,09/06/2010,02:36,OGT_C,SPI Cam,SPI plus Video Camera,82,A,235,54.60134,3.57536,44,
ME5301_ActualPositions_RC20130128.413,CEND1110,NSeaBGC2010,09/06/2010,02:38,OGT_C,SPI Cam,SPI plus Video Camera,82,B,236,54.60137,3.57551,44,
ME5301_ActualPositions_RC20130128.414,CEND1110,NSeaBGC2010,09/06/2010,02:40,OGT_C,SPI Cam,SPI plus Video Camera,82,C,237,54.60139,3.57556,44,
ME5301_ActualPositions_RC20130128.415,CEND1110,NSeaBGC2010,09/06/2010,02:42,OGT_C,SPI Cam,SPI plus Video Camera,82,D,238,54.6014,3.57563,44,
ME5301_ActualPositions_RC20130128.416,CEND1110,NSeaBGC2010,09/06/2010,02:44,OGT_C,SPI Cam,SPI plus Video Camera,82,E,239,54.60143,3.5757,44,
ME5301_ActualPositions_RC20130128.417,CEND1110,NSeaBGC2010,09/06/2010,01:25,OGT_C,WP,Water Profiler,83,A,240,54.60141,3.57572,,
ME5301_ActualPositions_RC20130128.418,CEND1110,NSeaBGC2010,09/06/2010,03:13,OGT_C,NZ,NIOZ Box corer,84,A/1,241,54.60139,3.5757,43,
ME5301_ActualPositions_RC20130128.419,CEND1110,NSeaBGC2010,09/06/2010,03:20,OGT_C,NZ,NIOZ Box corer,84,B/2,242,54.60146,3.57584,43,
ME5301_ActualPositions_RC20130128.420,CEND1110,NSeaBGC2010,09/06/2010,03:27,OGT_C,NZ,NIOZ Box corer,84,C/3,243,54.60151,3.57579,43,
ME5301_ActualPositions_RC20130128.421,CEND1110,NSeaBGC2010,09/06/2010,04:40,OGT_D,SPI Cam,SPI plus Video Camera,86,A,244,54.66415,3.42109,42,
ME5301_ActualPositions_RC20130128.422,CEND1110,NSeaBGC2010,09/06/2010,04:43,OGT_D,SPI Cam,SPI plus Video Camera,86,B,245,54.66418,3.4212,42,
ME5301_ActualPositions_RC20130128.423,CEND1110,NSeaBGC2010,09/06/2010,04:45,OGT_D,SPI Cam,SPI plus Video Camera,86,C,246,54.6642,3.42123,42,
ME5301_ActualPositions_RC20130128.424,CEND1110,NSeaBGC2010,09/06/2010,04:47,OGT_D,SPI Cam,SPI plus Video Camera,86,D,247,54.66425,3.42132,42,
ME5301_ActualPositions_RC20130128.425,CEND1110,NSeaBGC2010,09/06/2010,04:49,OGT_D,SPI Cam,SPI plus Video Camera,86,E,248,54.66426,3.42137,42,
ME5301_ActualPositions_RC20130128.426,CEND1110,NSeaBGC2010,09/06/2010,05:05,OGT_D,WP,Water Profiler,87,A,249,54.66428,3.42146,,
ME5301_ActualPositions_RC20130128.427,CEND1110,NSeaBGC2010,09/06/2010,05:51,OGT_D,NZ,NIOZ Box corer,88,A/1,251,54.66422,3.42133,42,
ME5301_ActualPositions_RC20130128.428,CEND1110,NSeaBGC2010,09/06/2010,05:58,OGT_D,NZ,NIOZ Box corer,88,B/2,252,54.66416,3.42121,42,
ME5301_ActualPositions_RC20130128.429,CEND1110,NSeaBGC2010,09/06/2010,06:04,OGT_D,NZ,NIOZ Box corer,88,C/3,253,54.66412,3.42116,42,
ME5301_ActualPositions_RC20130128.430,CEND1110,NSeaBGC2010,09/06/2010,07:16,OGT_E,SPI Cam,SPI plus Video Camera,90,A,254,54.72694,3.26655,40,
ME5301_ActualPositions_RC20130128.431,CEND1110,NSeaBGC2010,09/06/2010,07:19,OGT_E,SPI Cam,SPI plus Video Camera,90,B,255,54.7269,3.2665,40,
ME5301_ActualPositions_RC20130128.432,CEND1110,NSeaBGC2010,09/06/2010,07:21,OGT_E,SPI Cam,SPI plus Video Camera,90,C,256,54.72685,3.26644,40,
ME5301_ActualPositions_RC20130128.433,CEND1110,NSeaBGC2010,09/06/2010,07:23,OGT_E,SPI Cam,SPI plus Video Camera,90,D,257,54.7268,3.26637,40,
ME5301_ActualPositions_RC20130128.434,CEND1110,NSeaBGC2010,09/06/2010,07:27,OGT_E,SPI Cam,SPI plus Video Camera,90,E,258,54.72675,3.26631,40,
ME5301_ActualPositions_RC20130128.435,CEND1110,NSeaBGC2010,09/06/2010,07:40,OGT_E,WP,Water Profiler,91,A,259,54.72672,3.26629,,
ME5301_ActualPositions_RC20130128.436,CEND1110,NSeaBGC2010,09/06/2010,07:57,OGT_E,NZ,NIOZ Box corer,92,A/1,260,54.72673,3.26628,40,
ME5301_ActualPositions_RC20130128.437,CEND1110,NSeaBGC2010,09/06/2010,08:03,OGT_E,NZ,NIOZ Box corer,92,B/2,261,54.72664,3.2661,40,
ME5301_ActualPositions_RC20130128.438,CEND1110,NSeaBGC2010,09/06/2010,08:10,OGT_E,NZ,NIOZ Box corer,92,C/3,262,54.72659,3.26604,40,
ME5301_ActualPositions_RC20130128.439,CEND1110,NSeaBGC2010,09/06/2010,09:38,OGT_F,SPI Cam,SPI plus Video Camera,94,A,263,54.78945,3.11051,34,
ME5301_ActualPositions_RC20130128.440,CEND1110,NSeaBGC2010,09/06/2010,09:42,OGT_F,SPI Cam,SPI plus Video Camera,94,B,264,54.78944,3.11058,34,
ME5301_ActualPositions_RC20130128.441,CEND1110,NSeaBGC2010,09/06/2010,09:45,OGT_F,SPI Cam,SPI plus Video Camera,94,C,265,54.78943,3.11069,34,
ME5301_ActualPositions_RC20130128.442,CEND1110,NSeaBGC2010,09/06/2010,09:50,OGT_F,SPI Cam,SPI plus Video Camera,94,D,266,54.78944,3.11076,34,
ME5301_ActualPositions_RC20130128.443,CEND1110,NSeaBGC2010,09/06/2010,10:07,OGT_F,WP,Water Profiler,95,A,267,54.78946,3.11093,,
ME5301_ActualPositions_RC20130128.444,CEND1110,NSeaBTA2010,09/06/2010,10:19,OGT_F(BTA_05),HG,0.1m2 Hamon Grab,96,A,268,54.78945,3.11093,35,
ME5301_ActualPositions_RC20130128.445,CEND1110,NSeaBTA2010,09/06/2010,10:23,OGT_F(BTA_05),HG,0.1m2 Hamon Grab,96,B,269,54.78933,3.11082,35,
ME5301_ActualPositions_RC20130128.446,CEND1110,NSeaBTA2010,09/06/2010,10:27,OGT_F(BTA_05),HG,0.1m2 Hamon Grab,96,C,270,54.78922,3.11074,35,
ME5301_ActualPositions_RC20130128.447,CEND1110,NSeaBTA2010,09/06/2010,10:30,OGT_F(BTA_05),HG,0.1m2 Hamon Grab,96,D,271,54.78918,3.11071,35,
ME5301_ActualPositions_RC20130128.448,CEND1110,NSeaBTA2010,09/06/2010,10:33,OGT_F(BTA_05),HG,0.1m2 Hamon Grab,96,E,272,54.78912,3.11063,35,
ME5301_ActualPositions_RC20130128.449,CEND1110,NSeaBGC2010,09/06/2010,10:44,OGT_F,NZ,NIOZ Box corer,97,A/1,273,54.78905,3.1106,34,
ME5301_ActualPositions_RC20130128.450,CEND1110,NSeaBGC2010,09/06/2010,10:51,OGT_F,NZ,NIOZ Box corer,97,B/2,274,54.78912,3.11048,34,
ME5301_ActualPositions_RC20130128.451,CEND1110,NSeaBGC2010,09/06/2010,10:58,OGT_F,NZ,NIOZ Box corer,97,C/3,275,54.78916,3.11036,34,
ME5301_ActualPositions_RC20130128.452,CEND1110,NSeaBGC2010,09/06/2010,13:27,OGT_G,SPI Cam,SPI plus Video Camera,99,A,281,54.85182,2.9554,22,
ME5301_ActualPositions_RC20130128.453,CEND1110,NSeaBGC2010,09/06/2010,13:30,OGT_G,SPI Cam,SPI plus Video Camera,99,B,282,54.85185,2.95547,22,
ME5301_ActualPositions_RC20130128.454,CEND1110,NSeaBGC2010,09/06/2010,13:32,OGT_G,SPI Cam,SPI plus Video Camera,99,C,283,54.85186,2.95555,22,
ME5301_ActualPositions_RC20130128.455,CEND1110,NSeaBGC2010,09/06/2010,13:35,OGT_G,SPI Cam,SPI plus Video Camera,99,D,284,54.85188,2.95563,22,
ME5301_ActualPositions_RC20130128.456,CEND1110,NSeaBGC2010,09/06/2010,13:37,OGT_G,SPI Cam,SPI plus Video Camera,99,E,285,54.8519,2.95568,22,
ME5301_ActualPositions_RC20130128.457,CEND1110,NSeaBGC2010,09/06/2010,14:07,OGT_G,NZ,NIOZ Box corer,101,A/1,286,54.8519,2.95567,22,
ME5301_ActualPositions_RC20130128.458,CEND1110,NSeaBGC2010,09/06/2010,14:22,OGT_G,NZ,NIOZ Box corer,101,B/3,288,54.85196,2.9559,22,
ME5301_ActualPositions_RC20130128.459,CEND1110,NSeaBGC2010,09/06/2010,14:29,OGT_G,NZ,NIOZ Box corer,101,C/2,289,54.85198,2.95595,22,
ME5301_ActualPositions_RC20130128.460,CEND1110,NSeaBGC2010,09/06/2010,15:47,OGT_H,SPI Cam,SPI plus Video Camera,103,A,290,54.91434,2.80079,23,
ME5301_ActualPositions_RC20130128.461,CEND1110,NSeaBGC2010,09/06/2010,15:50,OGT_H,SPI Cam,SPI plus Video Camera,103,B,291,54.91437,2.80073,23,
ME5301_ActualPositions_RC20130128.462,CEND1110,NSeaBGC2010,09/06/2010,15:52,OGT_H,SPI Cam,SPI plus Video Camera,103,C,292,54.91439,2.80077,23,
ME5301_ActualPositions_RC20130128.463,CEND1110,NSeaBGC2010,09/06/2010,15:55,OGT_H,SPI Cam,SPI plus Video Camera,103,D,293,54.91443,2.80086,23,
ME5301_ActualPositions_RC20130128.464,CEND1110,NSeaBGC2010,09/06/2010,15:57,OGT_H,SPI Cam,SPI plus Video Camera,103,E,294,54.91445,2.8009,23,
ME5301_ActualPositions_RC20130128.465,CEND1110,NSeaBGC2010,09/06/2010,17:02,OGT_H,NZ,NIOZ Box corer,105,A/3,295,54.91454,2.80037,23,
